senioridade,idade,horas_trabalho,pct_reunioes,interacoes_noturnas,periodo_sem_ferias,score_satisfacao,burnout_label
Senior,28,47,0.49,5,0,3,0
Junior,24,43,0.34,5,6,3,0
Pleno,29,42,0.41,8,6,3,1
Pleno,25,46,0.3,4,8,4,0
Pleno,31,48,0.5,4,20,3,0
Pleno,28,45,0.52,7,10,1,1
Senior,25,50,0.21,11,11,2,1
Pleno,24,40,0.26,7,10,1,1
Junior,34,46,0.54,11,4,5,1
Pleno,35,48,0.13,4,18,4,0
Junior,31,39,0.53,5,4,4,0
Pleno,27,55,0.48,4,36,2,1
Junior,31,40,0.32,3,6,2,0
Junior,37,46,0.54,4,9,1,1
Junior,34,37,0.25,5,1,3,0
Pleno,35,50,0.21,3,12,3,0
Senior,25,41,0.26,5,3,2,0
Senior,25,42,0.33,8,3,5,0
Pleno,20,53,0.53,5,23,1,1
Pleno,20,50,0.48,5,9,2,1
Pleno,29,41,0.12,4,11,5,0
Pleno,28,40,0.26,5,0,2,0
Pleno,32,43,0.44,1,2,5,0
Senior,27,50,0.1,3,14,2,0
Senior,33,46,0.31,3,3,4,0
Junior,22,44,0.1,3,10,1,0
Pleno,25,42,0.2,4,12,1,0
Senior,27,44,0.51,5,11,4,0
Pleno,23,39,0.58,2,8,4,0
Pleno,34,50,0.16,1,9,1,0
Junior,30,38,0.13,8,13,2,0
Junior,30,46,0.55,6,20,2,1
Junior,34,39,0.52,5,3,3,0
Pleno,27,41,0.42,8,25,5,0
Junior,20,41,0.52,4,6,2,0
Junior,34,39,0.49,5,2,3,0
Junior,32,49,0.29,3,12,5,0
Senior,33,53,0.28,5,28,2,1
Senior,36,48,0.18,6,6,4,0
Pleno,31,40,0.54,5,16,5,0
Junior,24,38,0.32,8,18,4,0
Junior,22,42,0.54,7,7,5,0
Junior,25,41,0.38,3,8,4,0
Pleno,34,54,0.48,6,8,1,1
Pleno,26,49,0.15,6,23,5,0
Pleno,38,42,0.33,6,0,5,0
Junior,24,39,0.14,7,4,3,0
Pleno,31,52,0.23,6,18,1,1
Senior,35,57,0.32,7,7,3,1
Pleno,25,48,0.39,1,6,2,0
Junior,30,46,0.36,4,9,1,1
Junior,22,43,0.28,2,21,3,0
Junior,33,42,0.39,13,16,5,1
Pleno,34,42,0.23,6,24,1,1
Senior,32,57,0.21,4,5,1,1
Junior,40,40,0.42,6,36,5,0
Senior,20,51,0.25,2,10,1,0
Junior,31,43,0.35,4,2,4,0
Senior,33,40,0.24,3,4,2,0
Pleno,23,39,0.4,3,18,4,0
Junior,36,41,0.42,5,36,2,0
Pleno,36,51,0.23,5,27,2,1
Pleno,29,44,0.31,3,4,2,0
Junior,43,49,0.12,7,8,2,1
Junior,28,42,0.2,7,14,4,0
Pleno,40,49,0.15,5,17,5,0
Pleno,24,44,0.15,5,6,4,0
Senior,36,57,0.28,8,14,2,1
Junior,20,48,0.12,7,5,5,0
Junior,25,40,0.54,1,10,2,0
Junior,34,48,0.11,6,8,2,0
Junior,35,42,0.14,3,29,4,0
Senior,42,46,0.22,5,15,5,0
Senior,31,52,0.35,7,0,4,0
Pleno,26,45,0.31,5,13,5,0
Pleno,33,44,0.58,4,9,1,1
Pleno,37,41,0.5,1,4,3,0
Senior,32,45,0.15,6,18,3,0
Junior,30,40,0.42,3,13,2,0
Junior,35,42,0.24,7,10,4,0
Pleno,30,50,0.33,6,12,2,1
Junior,26,43,0.45,4,0,4,0
Pleno,38,44,0.48,3,19,2,0
Junior,23,39,0.47,6,3,5,0
Junior,32,39,0.13,4,8,4,0
Senior,38,49,0.55,6,36,1,1
Pleno,27,48,0.18,4,2,2,0
Pleno,33,48,0.57,8,3,3,1
Pleno,26,45,0.5,6,8,1,1
Pleno,37,38,0.47,4,11,2,0
Pleno,24,42,0.49,7,8,5,0
Senior,30,44,0.13,6,4,2,0
Junior,33,41,0.19,6,2,4,0
Junior,37,48,0.48,4,9,3,0
Junior,20,44,0.39,4,26,1,1
Pleno,29,49,0.45,4,11,5,0
Senior,33,41,0.41,4,22,3,0
Junior,32,41,0.56,7,9,5,0
Junior,32,40,0.54,4,3,4,0
Pleno,29,50,0.39,4,5,5,0
Senior,27,53,0.37,4,17,3,0
Junior,31,41,0.51,5,2,3,0
Junior,20,39,0.54,5,19,3,0
Pleno,20,43,0.14,2,5,5,0
Pleno,25,39,0.52,1,5,3,0
Senior,37,60,0.28,5,36,1,1
Junior,24,44,0.21,5,22,4,0
Pleno,30,45,0.51,3,1,3,0
Junior,25,42,0.23,6,4,5,0
Junior,29,44,0.4,4,4,3,0
Junior,25,54,0.41,4,13,1,1
Pleno,37,37,0.43,4,2,4,0
Junior,35,43,0.36,6,2,2,0
Pleno,38,42,0.55,1,3,1,0
Junior,33,37,0.46,6,5,2,0
Junior,29,49,0.27,7,20,1,1
Pleno,27,54,0.23,5,7,2,1
Senior,27,49,0.27,11,28,1,1
Junior,22,39,0.4,7,4,4,0
Pleno,20,41,0.26,3,4,3,0
Pleno,33,44,0.22,4,27,2,0
Junior,26,45,0.38,9,11,1,1
Junior,31,42,0.48,10,9,1,1
Pleno,31,46,0.19,7,14,5,0
Pleno,35,39,0.59,6,6,4,0
Junior,31,45,0.38,3,16,1,0
Junior,34,47,0.56,8,24,1,1
Junior,20,43,0.56,5,36,5,0
Junior,22,39,0.25,4,5,3,0
Junior,36,52,0.36,6,11,2,1
Junior,29,40,0.38,3,1,5,0
Pleno,27,44,0.57,4,1,3,0
Pleno,32,49,0.26,3,2,1,0
Junior,40,40,0.18,6,1,1,0
Junior,30,44,0.56,8,9,2,1
Pleno,20,50,0.31,8,3,5,0
Junior,25,45,0.6,5,30,2,1
Junior,28,46,0.32,3,16,4,0
Junior,36,47,0.57,6,13,1,1
Junior,33,49,0.25,7,16,2,1
Junior,37,38,0.57,4,2,5,0
Junior,27,44,0.14,6,5,4,0
Junior,33,42,0.22,2,9,4,0
Senior,40,56,0.44,1,3,3,0
Junior,28,39,0.5,3,6,2,0
Junior,31,45,0.15,4,13,3,0
Pleno,35,47,0.17,4,3,1,0
Pleno,33,47,0.36,5,7,4,0
Junior,28,41,0.25,6,6,3,0
Pleno,37,45,0.28,9,3,3,1
Senior,31,54,0.21,6,9,1,1
Senior,22,42,0.49,6,2,3,0
Pleno,21,45,0.12,3,4,1,0
Pleno,30,45,0.46,3,25,3,0
Junior,24,36,0.58,4,11,4,0
Senior,26,62,0.19,6,15,2,1
Junior,20,53,0.34,10,4,1,1
Pleno,29,49,0.26,2,0,4,0
Senior,29,48,0.16,8,9,5,0
Junior,22,36,0.6,2,8,2,0
Pleno,30,51,0.35,6,28,5,0
Junior,28,45,0.45,0,1,3,0
Pleno,36,43,0.53,3,6,1,0
Junior,26,42,0.43,7,17,2,1
Junior,33,45,0.41,10,13,5,1
Junior,29,43,0.12,7,14,1,1
Pleno,29,45,0.11,11,11,3,1
Junior,31,45,0.4,7,9,1,1
Junior,33,41,0.49,1,2,2,0
Junior,35,46,0.25,4,11,4,0
Pleno,31,45,0.28,6,7,3,0
Junior,28,40,0.12,3,1,2,0
Junior,26,39,0.26,7,16,4,0
Senior,25,46,0.31,1,10,4,0
Junior,32,54,0.35,4,2,5,0
Pleno,23,47,0.59,3,1,3,0
Senior,36,54,0.18,4,23,5,0
Junior,30,51,0.44,5,9,2,1
Pleno,31,47,0.28,6,5,3,0
Pleno,20,41,0.33,3,28,4,0
Senior,24,49,0.59,6,23,5,0
Junior,22,42,0.4,4,7,2,0
Junior,25,41,0.14,2,21,1,0
Senior,24,50,0.46,8,8,1,1
Pleno,28,43,0.34,7,5,1,1
Junior,27,43,0.31,9,20,3,1
Junior,27,46,0.19,7,12,2,1
Junior,34,37,0.12,5,1,1,0
Senior,27,50,0.26,7,8,4,0
Pleno,22,50,0.41,8,12,1,1
Pleno,32,41,0.19,3,27,2,0
Junior,27,48,0.19,10,26,2,1
Senior,25,42,0.17,3,11,2,0
Junior,20,43,0.55,6,27,2,1
Junior,26,43,0.11,1,11,2,0
Pleno,22,45,0.36,1,0,4,0
Senior,28,51,0.43,8,30,3,1
Pleno,33,49,0.46,5,13,1,1
Pleno,30,50,0.26,4,11,5,0
Pleno,36,52,0.36,2,4,5,0
Senior,32,46,0.59,9,26,1,1
Pleno,29,44,0.11,9,7,1,1
Senior,32,51,0.52,5,16,3,1
Pleno,21,47,0.33,11,9,5,1
Pleno,30,42,0.27,2,4,1,0
Pleno,27,44,0.47,4,9,4,0
Junior,30,48,0.26,11,7,4,1
Junior,38,39,0.11,4,5,4,0
Junior,36,45,0.17,5,7,1,0
Pleno,33,50,0.13,4,9,4,0
Junior,27,50,0.28,6,10,1,1
Junior,37,54,0.42,9,11,1,1
Junior,20,42,0.39,4,0,5,0
Pleno,25,42,0.55,5,14,5,0
Junior,29,40,0.43,7,5,3,0
Pleno,27,47,0.39,6,1,3,0
Junior,22,43,0.13,8,9,3,0
Junior,25,42,0.49,1,6,2,0
Pleno,29,41,0.31,3,1,2,0
Junior,25,42,0.55,5,22,5,0
Senior,27,61,0.57,4,8,1,1
Junior,34,50,0.31,5,12,1,1
Pleno,29,49,0.14,8,36,4,1
Junior,25,48,0.49,4,36,3,1
Pleno,21,47,0.51,7,18,4,1
Junior,35,37,0.34,2,15,3,0
Pleno,34,45,0.5,5,36,1,1
Pleno,40,38,0.14,5,2,5,0
Senior,24,39,0.38,2,3,3,0
Pleno,23,44,0.27,7,9,1,1
Senior,31,57,0.13,7,22,5,0
Pleno,33,39,0.49,4,0,3,0
Pleno,25,41,0.3,10,0,5,0
Pleno,38,51,0.27,5,8,1,1
Junior,31,40,0.51,3,14,4,0
Junior,27,40,0.12,4,4,4,0
Senior,31,48,0.3,6,3,4,0
Pleno,23,46,0.31,5,1,5,0
Senior,23,50,0.55,4,36,5,0
Senior,23,46,0.31,5,0,2,0
Pleno,27,65,0.6,6,13,5,1
Pleno,35,54,0.55,8,12,5,1
Pleno,31,42,0.36,5,0,5,0
Senior,28,48,0.37,1,26,5,0
Pleno,29,55,0.56,10,6,1,1
Pleno,30,53,0.15,5,20,1,1
Pleno,27,40,0.35,5,25,4,0
Pleno,20,49,0.59,6,11,1,1
Pleno,28,46,0.16,6,6,4,0
Pleno,36,59,0.49,5,5,2,1
Junior,26,40,0.29,4,5,2,0
Junior,27,38,0.18,6,8,2,0
Junior,27,46,0.41,8,7,5,0
Junior,43,45,0.57,6,3,4,0
Senior,34,43,0.57,5,16,5,0
Senior,28,52,0.58,5,0,4,0
Pleno,32,43,0.58,5,11,1,1
Senior,28,55,0.46,4,9,5,0
Pleno,25,41,0.48,2,0,3,0
Senior,32,43,0.25,8,0,4,0
Junior,39,42,0.54,7,22,3,1
Senior,31,50,0.52,5,0,4,0
Senior,24,50,0.31,2,7,2,0
Senior,33,52,0.11,8,9,1,1
Pleno,37,53,0.12,1,7,4,0
Junior,32,53,0.46,3,11,4,0
Junior,33,44,0.16,3,13,2,0
Pleno,22,57,0.36,3,9,1,1
Junior,26,46,0.5,1,13,1,0
Pleno,28,48,0.59,8,12,2,1
Senior,30,45,0.12,5,12,3,0
Pleno,28,47,0.56,6,15,2,1
Pleno,20,43,0.39,3,7,3,0
Senior,34,44,0.55,5,8,4,0
Senior,29,47,0.56,5,25,4,0
Pleno,23,47,0.45,7,18,2,1
Junior,32,39,0.29,1,2,2,0
Junior,40,51,0.22,5,23,1,1
Senior,32,51,0.22,0,5,2,0
Senior,23,54,0.32,11,10,1,1
Junior,28,42,0.16,2,7,5,0
Senior,24,56,0.24,11,33,1,1
Pleno,20,42,0.17,5,0,1,0
Pleno,30,52,0.3,7,8,2,1
Pleno,25,54,0.49,2,11,1,1
Junior,43,44,0.2,3,31,3,0
Junior,31,38,0.3,5,3,2,0
Pleno,23,49,0.45,7,15,2,1
Junior,28,41,0.37,5,3,1,0
Pleno,20,45,0.48,6,22,1,1
Pleno,32,55,0.52,7,21,2,1
Senior,36,56,0.57,2,10,1,1
Senior,25,53,0.34,3,25,1,1
Junior,20,44,0.39,4,4,4,0
Junior,37,45,0.23,6,7,3,0
Senior,20,51,0.59,6,15,1,1
Pleno,37,43,0.35,5,16,1,1
Junior,28,49,0.4,3,5,2,0
Senior,40,53,0.5,3,1,3,0
Senior,21,48,0.25,4,25,5,0
Pleno,23,41,0.44,4,1,5,0
Junior,31,43,0.25,6,3,3,0
Junior,24,49,0.45,6,13,2,1
Pleno,33,47,0.28,6,11,4,0
Junior,28,38,0.23,1,12,4,0
Junior,27,45,0.44,5,2,4,0
Pleno,36,42,0.47,7,4,5,0
Junior,35,42,0.54,6,9,3,0
Pleno,22,39,0.21,8,15,5,0
Senior,34,54,0.41,8,6,2,1
Pleno,20,37,0.6,4,0,3,0
Pleno,23,45,0.44,5,0,4,0
Pleno,34,55,0.48,2,36,2,1
Pleno,30,46,0.49,5,4,1,1
Pleno,31,55,0.32,9,22,1,1
Junior,22,41,0.18,4,0,2,0
Pleno,32,39,0.29,5,3,1,0
Junior,40,39,0.44,5,2,3,0
Junior,29,42,0.12,7,18,1,1
Pleno,44,43,0.39,4,3,2,0
Senior,32,52,0.55,10,4,2,1
Pleno,30,48,0.34,5,5,5,0
Junior,33,41,0.28,5,10,5,0
Junior,22,39,0.14,6,11,4,0
Pleno,28,45,0.28,2,5,2,0
Pleno,26,43,0.27,4,1,4,0
Pleno,24,61,0.5,8,35,1,1
Pleno,30,46,0.54,3,1,2,0
Junior,26,49,0.28,7,6,4,0
Senior,20,48,0.49,5,17,1,1
Junior,23,42,0.5,5,4,4,0
Pleno,31,44,0.44,6,7,1,1
Pleno,28,55,0.4,8,21,3,1
Pleno,29,45,0.12,6,13,1,1
Junior,39,40,0.27,2,28,3,0
Junior,29,40,0.35,5,6,1,0
Junior,29,48,0.16,6,7,4,0
Junior,20,44,0.55,6,32,1,1
Junior,35,38,0.49,8,11,4,0
Senior,32,52,0.46,9,4,4,1
Pleno,27,53,0.4,4,8,4,0
Pleno,31,47,0.13,6,1,5,0
Junior,38,46,0.5,5,8,3,0
Junior,25,41,0.41,2,2,2,0
Pleno,28,51,0.11,3,13,1,0
Pleno,34,43,0.41,6,14,5,0
Pleno,31,45,0.11,6,0,5,0
Pleno,32,47,0.49,1,16,5,0
Pleno,29,42,0.25,4,0,1,0
Junior,20,37,0.56,9,11,3,1
Pleno,40,54,0.36,6,24,2,1
Junior,28,48,0.48,6,32,2,1
Junior,42,44,0.15,10,22,1,1
Pleno,26,45,0.55,2,3,5,0
Junior,30,42,0.44,4,1,1,0
Pleno,34,47,0.33,4,3,3,0
Pleno,41,43,0.33,4,14,4,0
Junior,24,39,0.21,6,1,2,0
Pleno,21,54,0.11,6,25,2,1
Pleno,41,43,0.51,3,1,5,0
Junior,33,41,0.44,2,4,1,0
Pleno,32,51,0.23,2,13,4,0
Pleno,38,40,0.45,2,4,2,0
Senior,32,49,0.28,5,19,1,1
Junior,31,38,0.33,5,6,5,0
Junior,28,41,0.54,3,36,2,0
Senior,20,53,0.45,7,9,2,1
Junior,35,40,0.45,2,30,3,0
Junior,34,43,0.37,5,2,3,0
Junior,35,40,0.56,6,34,5,0
Senior,24,39,0.17,5,16,2,0
Junior,24,50,0.4,4,36,2,1
Junior,36,43,0.5,6,15,5,0
Junior,33,42,0.34,2,25,3,0
Junior,31,37,0.17,2,29,4,0
Pleno,31,41,0.44,1,7,2,0
Pleno,21,44,0.53,6,1,4,0
Pleno,32,40,0.38,8,4,4,0
Senior,34,55,0.58,2,0,3,0
Pleno,20,50,0.49,4,13,4,0
Junior,20,40,0.51,7,5,5,0
Pleno,34,42,0.51,3,5,5,0
Pleno,20,46,0.12,7,9,1,1
Senior,36,44,0.46,4,27,3,0
Junior,20,48,0.42,4,12,5,0
Pleno,24,45,0.17,5,1,5,0
Junior,27,41,0.34,3,12,2,0
Pleno,25,50,0.52,4,10,4,0
Pleno,26,47,0.3,4,0,4,0
Pleno,24,40,0.27,6,2,4,0
Pleno,24,40,0.18,4,30,3,0
Senior,35,55,0.58,8,32,1,1
Junior,36,38,0.13,7,5,3,0
Junior,26,41,0.54,5,4,5,0
Junior,33,47,0.45,6,15,1,1
Junior,22,40,0.24,7,0,2,0
Pleno,23,44,0.32,4,25,3,0
Pleno,25,43,0.44,6,18,1,1
Junior,25,40,0.2,9,12,5,0
Pleno,36,45,0.35,5,15,4,0
Pleno,20,37,0.15,3,2,4,0
Pleno,38,42,0.15,7,35,3,0
Pleno,29,47,0.13,2,1,3,0
Pleno,24,43,0.35,5,11,3,0
Senior,28,42,0.17,6,1,5,0
Pleno,30,41,0.12,5,2,3,0
Senior,34,43,0.14,2,6,3,0
Pleno,27,45,0.58,6,13,2,1
Pleno,24,47,0.14,6,0,2,0
Junior,31,42,0.31,6,5,5,0
Junior,29,40,0.42,10,15,3,1
Junior,30,47,0.19,10,13,4,1
Junior,29,38,0.13,6,6,2,0
Senior,26,53,0.42,6,9,3,1
Senior,32,56,0.47,5,8,3,1
Pleno,20,52,0.13,3,25,1,0
Junior,37,43,0.4,4,15,3,0
Pleno,34,46,0.42,5,36,4,0
Senior,29,49,0.38,6,6,2,1
Pleno,20,49,0.49,2,1,1,0
Senior,26,47,0.16,3,6,4,0
Junior,20,41,0.19,2,14,3,0
Senior,38,49,0.44,4,12,1,1
Senior,28,53,0.27,4,2,5,0
Junior,26,48,0.35,9,10,2,1
Senior,24,48,0.5,5,6,1,1
Pleno,20,54,0.42,6,17,1,1
Junior,39,40,0.28,2,6,2,0
Pleno,30,45,0.17,4,18,1,0
Pleno,21,41,0.32,5,9,2,0
Senior,22,43,0.12,6,27,4,0
Junior,32,38,0.27,3,0,1,0
Pleno,31,44,0.35,7,12,1,1
Pleno,22,45,0.13,4,27,3,0
Junior,21,47,0.48,2,0,4,0
Junior,21,43,0.52,3,10,2,0
Pleno,26,44,0.29,3,4,4,0
Junior,30,46,0.33,3,4,1,0
Junior,27,42,0.31,4,7,2,0
Pleno,31,40,0.18,8,0,3,0
Pleno,31,46,0.52,4,33,1,1
Junior,32,41,0.53,7,8,5,0
Junior,30,50,0.37,7,8,3,1
Pleno,38,48,0.51,7,36,1,1
Senior,34,39,0.13,6,6,3,0
Pleno,26,42,0.18,10,3,4,0
Pleno,29,45,0.53,6,0,4,0
Pleno,40,45,0.6,7,5,3,1
Pleno,33,40,0.34,6,0,5,0
Pleno,28,49,0.19,6,19,5,0
Pleno,22,50,0.51,3,10,1,1
Junior,28,41,0.4,7,3,3,0
Junior,20,45,0.46,6,16,2,1
Junior,29,51,0.56,5,1,4,0
Junior,35,40,0.2,1,0,5,0
Junior,21,53,0.35,10,23,5,1
Pleno,36,53,0.59,6,36,2,1
Pleno,21,45,0.58,3,5,2,0
Pleno,38,52,0.11,4,8,5,0
Junior,37,44,0.46,6,9,2,1
Pleno,29,40,0.33,6,22,5,0
Pleno,28,48,0.3,6,35,5,0
Pleno,38,48,0.36,5,7,4,0
Senior,20,46,0.36,4,6,2,0
Pleno,42,55,0.13,5,33,2,1
Pleno,39,44,0.52,7,8,2,1
Pleno,31,41,0.23,5,1,3,0
Senior,22,46,0.52,7,10,2,1
Senior,27,38,0.26,2,3,4,0
Junior,26,39,0.54,3,6,5,0
Pleno,24,39,0.48,4,35,3,0
Pleno,31,50,0.6,7,18,1,1
Junior,30,43,0.28,4,3,3,0
Pleno,25,56,0.48,4,8,2,1
Pleno,28,46,0.56,4,0,5,0
Senior,39,54,0.55,5,6,1,1
Junior,26,40,0.35,3,27,3,0
Junior,29,46,0.56,7,11,1,1
Senior,36,51,0.38,8,36,4,1
Junior,40,45,0.14,1,8,1,0
Junior,33,48,0.48,2,0,5,0
Junior,22,48,0.28,9,9,2,1
Junior,38,44,0.47,8,14,3,1
Pleno,32,52,0.27,6,25,5,0
Pleno,31,42,0.17,6,24,5,0
Pleno,42,40,0.37,4,24,1,0
Junior,32,37,0.22,3,5,4,0
Pleno,24,45,0.27,4,4,3,0
Senior,32,48,0.33,10,27,1,1
Senior,28,57,0.41,8,8,1,1
Pleno,33,47,0.12,2,3,5,0
Junior,24,38,0.1,3,1,3,0
Pleno,31,50,0.35,8,9,1,1
Junior,34,38,0.19,4,0,3,0
Senior,29,42,0.35,6,22,2,1
Pleno,31,46,0.11,4,2,4,0
Pleno,29,42,0.26,5,14,4,0
Senior,29,51,0.51,4,10,5,0
Junior,27,44,0.32,3,10,1,0
Junior,22,37,0.48,6,20,5,0
Junior,23,39,0.31,8,6,1,1
Pleno,22,43,0.23,7,3,3,0
Pleno,30,43,0.51,4,18,5,0
Pleno,30,38,0.53,5,2,5,0
Pleno,33,50,0.47,6,31,1,1
Senior,34,48,0.35,5,1,4,0
Senior,40,49,0.27,4,4,4,0
Junior,26,46,0.18,3,18,5,0
Junior,35,38,0.58,4,8,5,0
Pleno,38,41,0.18,4,31,2,0
Junior,29,41,0.54,2,4,5,0
Junior,26,50,0.36,6,7,2,1
Junior,30,45,0.15,3,3,1,0
Senior,36,44,0.6,3,3,4,0
Pleno,20,39,0.57,3,7,1,0
Pleno,29,46,0.49,4,26,5,0
Pleno,26,47,0.47,6,14,1,1
Junior,20,39,0.18,7,2,5,0
Junior,45,40,0.29,5,13,2,0
Senior,38,46,0.28,3,0,5,0
Pleno,29,39,0.16,6,17,3,0
Junior,32,50,0.52,5,16,2,1
Junior,27,40,0.49,8,6,1,1
Senior,41,44,0.22,9,20,1,1
Pleno,27,39,0.27,4,3,5,0
Junior,34,39,0.38,6,4,5,0
Junior,34,43,0.17,5,2,3,0
Junior,30,51,0.57,9,7,2,1
Pleno,29,50,0.23,6,12,1,1
Junior,20,43,0.36,10,34,5,1
Junior,36,48,0.46,5,32,2,1
Junior,30,43,0.24,6,6,5,0
Senior,35,52,0.41,4,8,1,1
Junior,31,45,0.3,2,16,3,0
Junior,45,50,0.3,8,11,3,1
Pleno,35,48,0.26,9,36,2,1
Senior,23,53,0.23,9,10,2,1
Pleno,24,50,0.32,7,6,4,0
Junior,27,48,0.25,7,11,2,1
Junior,31,47,0.17,6,7,5,0
Junior,23,40,0.56,5,0,5,0
Junior,32,39,0.45,4,13,2,0
Junior,28,42,0.34,6,9,1,1
Senior,25,60,0.56,9,17,2,1
Senior,36,52,0.33,6,20,2,1
Pleno,33,38,0.27,6,1,3,0
Pleno,46,40,0.28,10,1,5,0
Senior,39,38,0.36,3,36,4,0
Senior,28,46,0.56,3,4,2,0
Pleno,27,45,0.43,3,0,4,0
Pleno,25,49,0.35,3,12,2,0
Junior,22,41,0.46,9,7,5,0
Junior,32,43,0.45,5,5,5,0
Senior,30,49,0.29,7,13,4,0
Junior,21,50,0.17,7,9,2,1
Senior,36,53,0.32,3,3,4,0
Pleno,21,51,0.26,3,2,2,0
Pleno,27,42,0.24,8,5,4,0
Pleno,21,48,0.44,5,4,3,0
Pleno,33,48,0.47,5,2,5,0
Senior,27,53,0.33,5,1,5,0
Pleno,42,54,0.5,4,22,2,1
Pleno,31,43,0.54,5,2,4,0
Junior,26,44,0.57,6,15,1,1
Pleno,27,43,0.24,2,5,1,0
Pleno,39,51,0.58,6,23,3,1
Junior,20,46,0.33,7,12,5,0
Senior,25,50,0.49,6,17,1,1
Pleno,29,43,0.39,4,13,5,0
Pleno,28,49,0.33,6,8,4,0
Senior,24,46,0.19,3,18,1,0
Junior,35,46,0.44,5,1,4,0
Junior,29,43,0.25,5,6,2,0
Junior,29,39,0.31,7,7,3,0
Pleno,35,55,0.13,6,18,2,1
Junior,28,44,0.49,3,2,2,0
Junior,31,42,0.54,3,0,2,0
Junior,21,42,0.42,6,15,4,0
Junior,30,46,0.58,6,14,2,1
Pleno,27,45,0.18,5,36,4,0
Junior,29,41,0.46,7,1,4,0
Junior,36,43,0.59,6,36,1,1
Pleno,38,41,0.29,5,9,4,0
Pleno,32,43,0.21,6,8,1,1
Pleno,39,48,0.4,8,15,3,1
Junior,31,40,0.19,6,20,2,0
Pleno,31,42,0.1,2,3,3,0
Pleno,26,52,0.11,6,20,1,1
Senior,30,51,0.2,3,6,1,0
Pleno,20,45,0.2,7,12,4,0
Pleno,32,40,0.16,3,4,3,0
Pleno,31,38,0.55,5,4,4,0
Pleno,27,42,0.3,4,18,4,0
Junior,48,41,0.21,5,8,2,0
Pleno,31,52,0.18,3,14,2,0
Pleno,46,46,0.49,4,21,4,0
Pleno,28,44,0.47,4,28,1,1
Pleno,38,48,0.41,7,10,1,1
Senior,28,49,0.53,5,0,3,0
Junior,24,43,0.26,9,36,1,1
Pleno,43,50,0.27,7,15,1,1
Senior,36,47,0.5,2,2,1,0
Senior,33,46,0.37,3,2,2,0
Senior,30,48,0.11,2,2,2,0
Pleno,24,46,0.4,8,3,5,0
Pleno,21,51,0.13,10,36,5,1
Pleno,24,45,0.18,2,20,1,0
Pleno,28,41,0.18,5,1,4,0
Junior,43,51,0.28,3,0,3,0
Pleno,26,45,0.57,3,35,4,0
Pleno,28,40,0.4,3,5,5,0
Pleno,35,49,0.55,4,3,5,0
Senior,31,48,0.33,5,35,2,1
Senior,32,43,0.19,4,0,5,0
Junior,22,44,0.4,7,3,5,0
Pleno,24,45,0.25,3,2,1,0
Pleno,28,43,0.1,6,3,1,0
Junior,36,40,0.58,5,3,2,0
Junior,27,51,0.23,8,20,3,1
Junior,29,46,0.16,3,35,5,0
Junior,23,48,0.42,3,4,4,0
Pleno,44,46,0.15,2,16,5,0
Senior,24,45,0.29,5,6,3,0
Pleno,30,58,0.16,4,12,1,1
Junior,37,47,0.27,7,7,3,0
Pleno,24,38,0.18,2,26,2,0
Senior,26,41,0.26,3,14,5,0
Junior,26,46,0.44,3,2,4,0
Junior,43,40,0.13,6,21,5,0
Pleno,20,43,0.28,3,7,1,0
Pleno,38,38,0.36,6,1,2,0
Junior,34,38,0.19,8,2,3,0
Junior,23,40,0.6,6,27,5,0
Junior,34,44,0.53,2,9,4,0
Junior,31,44,0.28,2,9,5,0
Junior,31,43,0.44,4,1,4,0
Junior,32,40,0.53,4,20,5,0
Junior,39,48,0.4,5,36,1,1
Junior,33,42,0.31,8,22,1,1
Junior,24,39,0.2,3,6,4,0
Pleno,37,44,0.29,5,1,3,0
Junior,34,42,0.19,7,7,2,0
Pleno,31,46,0.34,8,1,4,0
Junior,36,40,0.16,8,7,5,0
Pleno,29,41,0.48,7,9,2,1
Pleno,29,51,0.45,3,29,4,0
Senior,30,49,0.13,5,1,3,0
Senior,21,41,0.16,8,20,3,0
Junior,31,43,0.46,6,14,2,1
Pleno,37,48,0.27,7,0,5,0
Pleno,30,44,0.26,4,6,3,0
Senior,32,46,0.25,8,0,4,0
Senior,28,56,0.36,4,1,3,0
Pleno,22,42,0.31,1,15,2,0
Junior,42,41,0.19,2,12,4,0
Senior,35,47,0.5,5,6,3,0
Junior,39,49,0.2,3,16,1,0
Senior,36,47,0.43,3,9,4,0
Junior,31,46,0.39,5,0,5,0
Junior,20,50,0.1,3,17,2,0
Junior,28,44,0.51,2,26,5,0
Junior,27,45,0.19,4,11,4,0
Pleno,33,49,0.23,4,20,4,0
Pleno,22,42,0.1,7,19,4,0
Junior,34,44,0.34,4,34,5,0
Junior,28,41,0.27,1,11,1,0
Pleno,29,51,0.39,8,5,1,1
Pleno,31,41,0.33,2,5,5,0
Pleno,36,47,0.26,4,9,3,0
Junior,32,45,0.28,5,10,4,0
Pleno,35,49,0.47,6,15,5,0
Pleno,30,49,0.28,8,12,5,0
Junior,38,54,0.53,7,12,3,1
Junior,32,35,0.12,5,3,4,0
Junior,20,46,0.57,2,1,2,0
Pleno,27,50,0.43,5,27,2,1
Senior,30,51,0.13,4,8,1,0
Junior,39,46,0.43,6,9,1,1
Pleno,28,43,0.59,3,24,3,0
Junior,29,41,0.16,8,4,3,0
Pleno,29,48,0.19,1,8,2,0
Junior,36,39,0.16,3,11,1,0
